chromosome,gene_id,gene_name,start_bp,end_bp,strand,essential_status,feature_type,source_file,source_sheet
chrVIII,S000001229,KOG1,475999,480672,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000097,ECM15,237153,237467,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000007093,YLRWdelta22,941192,941523,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000098,HTB2,236492,236887,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000173,YBL077W,80897,81328,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000174,ATG8,80378,80731,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000175,NUP170,75259,79767,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000007094,YLRWdelta23,946819,947150,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000007095,YLRWsigma2,373999,374338,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000007096,YLRWsigma3,657022,657365,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000007097,YLRWsigma4,793552,793870,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000007098,YLRWTy1-2,593145,599062,+,Unknown,LTR retrotransposon,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000007099,YLRWTy1-3,650824,656743,+,Unknown,LTR retrotransposon,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000007100,YLRWTy2-1,941192,947150,+,Unknown,LTR retrotransposon,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000007101,YMLCdelta1,131989,132321,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000446,YBR242W,704670,705386,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000470,SLM6,739936,740388,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000007102,YMLCdelta2,168349,168681,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000007103,YMLWdelta3,184170,184501,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000007104,YMLWdelta4,189752,190083,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000007124,YMRWdelta17,504346,504677,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000007125,YMRWdelta19,768548,768879,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003818,CDC8,544062,544712,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003819,APS2,544732,545175,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003834,OPI3,572315,572935,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006056,ISU1,297553,298050,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006057,YPL136W,296286,296654,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000007126,YMRWdelta20,809000,809233,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000007127,YMRWdelta21,837450,837764,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000000777,VMA8,58378,59148,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIX,S000001321,YIL059C,246550,246915,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIX,S000001322,YIL060W,246392,246826,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000007128,YMRWtau2,503771,504141,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007129,YNLCdelta1,96610,96941,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007130,YNLCdelta2,102192,102523,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007131,YNLCdelta5,562033,562364,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007132,YNLCdelta6,567660,567992,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007133,YNLCsigma1,102632,102700,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007134,YNLCTy1-1,96610,102523,-,Unknown,LTR retrotransposon,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007135,YNLCTy2-1,562364,567660,-,Unknown,LTR retrotransposon,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007136,YNLWdelta3,519163,519496,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007137,YNLWdelta4,524729,525062,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007138,YNLWsigma2,546423,546714,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007139,YNLWsigma3,546738,547077,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007140,YNLWtau1,96451,96609,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007141,YNLWtau2,561607,561977,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000119035,ARS1125,98364,98523,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000119035,S000119035,98385,98401,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007142,YNLWTy1-2,519163,525062,+,Unknown,LTR retrotransposon,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000118402,ARS1106,153020,153135,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000118402,S000118402,153106,153122,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007143,YNRCdelta7,631998,632114,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000178086,ARS513.5,276130,276528,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000118409,ARS1120,612378,612463,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000118375,ARS1324,634501,634588,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000001086,DOG1,194068,194808,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000108,YBL012C,203406,203807,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000118379,ARS1329,805152,805282,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000118379,S000118379,805162,805178,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000118381,ARS1332,897935,897985,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIII,S000118381,S000118381,897961,897977,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007144,YNRCdelta8,726614,726945,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000077373,ARS1411,169675,169753,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000077373,S000077373,169732,169748,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007145,YNRCdelta9,727363,727661,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000077374,ARS1412,196134,196232,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000077376,ARS1414,279982,280071,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000077376,S000077376,280047,280063,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000473,SDH8,742160,742576,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000118387,ARS1419,449429,449588,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000118387,S000118387,449518,449534,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000118388,ARS1420,498970,499154,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000118388,S000118388,499037,499053,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001605,SRP21,212495,212998,-,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001606,YKL123W,212043,212423,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000118389,ARS1421,546072,546170,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000118389,S000118389,546130,546146,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007146,YNRCtau3,632119,632489,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000007147,YNRWsigma4,726234,726574,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000357,RIB7,547460,548194,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000118430,ARS409,212519,212618,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000118430,S000118430,212578,212594,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000178064,ARS409.5,235937,236185,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
17,S000029669,ORI3,54567,54840,-,Unknown,origin of replication,./data\raw\sgd\SGD_features.tab,SGD_features.tab
17,S000029670,ORI4,56567,56832,-,Unknown,origin of replication,./data\raw\sgd\SGD_features.tab,SGD_features.tab
17,S000029671,ORI5,82329,82600,+,Unknown,origin of replication,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002199,YDL041W,378102,378455,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001485,DID4,437778,438544,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001485,S000001485,437838,437905,+,Unknown,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000002423,DAD1,478474,478758,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000002992,YGL024W,449788,450123,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001486,MRP17,437097,437492,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000003835,MOG1,573095,573751,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003000,AGA2,436570,436833,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003002,YGL034C,433214,433579,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000178132,ARS1210,222220,222676,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007148,YOLCdelta1,2894,3223,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000118472,ARS1212,289315,289444,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000118472,S000118472,289406,289422,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003048,MPC1,358636,359028,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000007607,YGL258W-A,9162,9395,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007149,YOLCdelta2,18302,18561,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000178135,ARS1212.5,343577,344032,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000178135,S000178135,343855,343871,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000118473,ARS1213,373254,373332,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000118474,ARS1215,412686,412893,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000118477,ARS1218,603024,603132,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000118477,S000118477,603094,603110,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000118478,ARS1220,659884,659935,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXII,S000118478,S000118478,659892,659908,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000130172,ARS412,316771,317230,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000130172,S000130172,316862,316878,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000130173,ARS415,434971,435320,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000029652,ARS1,462567,462622,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000029652,S000029652,462596,462606,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000118434,ARS417,484006,484059,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000118434,S000118434,484019,484035,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000118435,ARS418,555240,555404,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007150,YOLCdelta3,113294,113626,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000118436,ARS419,567610,567685,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000118436,S000118436,567661,567677,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001549,YKL066W,315281,315724,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007151,YOLCdelta7,227851,228178,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001550,YNK1,314812,315273,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007152,YOLCdelta8,300683,301021,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXIV,S000118386,ARS1417,412267,412496,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003380,RPL24B,787312,787779,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000003380,S000003380,787787,788178,-,Unknown,five_prime_UTR_intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000001951,YFR056C,263957,264325,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005470,SHR5,109176,109889,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005471,MDY2,108258,108896,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005478,YOL118C,96608,96916,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000161,YBL065W,99963,100307,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000169,YBL073W,87646,87957,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007154,YOLWdelta4,117703,118040,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIX,S000001270,URM1,342536,342835,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000000998,SHU1,98343,98795,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007155,YOLWdelta5,123291,123628,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001776,BET3,570328,570909,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007156,YOLWdelta6,227096,227293,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001653,MRPL38,130634,131050,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrX,S000007023,YJLCdelta4,354538,355204,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000006916,YERWdelta13,354136,354850,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000006917,YERWdelta17,442734,443072,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000456,DUT1,722611,723054,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007157,YORWdelta10,354681,354958,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000006919,YERWdelta21,444834,445139,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000457,SRB6,723270,723635,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000421,ATG12,657832,658392,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000421,S000000421,657824,657835,+,Ambiguous,uORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000006920,YERWdelta22,487834,488165,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXI,S000001708,YKL225W,451,798,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000121,RRN10,171481,171918,+,Ambiguous,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000122,LSM2,170623,171038,+,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrII,S000000122,S000000122,170677,170804,+,Essential,intron,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000006921,YERWdelta25,551442,551773,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrV,S000006922,YERWomega2,568791,569024,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000006923,YFLCdelta6,144524,144822,-,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXVI,S000006381,YPR177C,892313,892684,-,Essential,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVI,S000006924,YFLWdelta1,100581,100901,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118463,ARS727,659907,660002,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118463,S000118463,659986,660000,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118464,ARS728,715312,715377,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118464,S000118464,715315,715329,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000119032,ARS737,888413,888493,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000119032,S000119032,888414,888430,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118359,ARS813,245773,245847,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118359,S000118359,245789,245805,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005854,SNC2,930734,931081,-,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118468,ARS734,999456,999576,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVII,S000118468,S000118468,999504,999520,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118356,ARS802,7702,7767,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118356,S000118356,7739,7755,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000114849,ARS805,64296,64371,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000114849,S000114849,64299,64315,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000005855,PDR10,931803,936497,+,Unknown,ORF,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118357,ARS807,133438,133539,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118357,S000118357,133514,133530,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118358,ARS809,168549,168723,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000130150,ARS815,297060,297179,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118360,ARS818,392180,392395,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118360,S000118360,392233,392249,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118361,ARS820,447714,447795,+,Unknown,ARS,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrVIII,S000118361,S000118361,447777,447793,+,Unknown,ARS_consensus_sequence,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007158,YOLWsigma1,226696,227037,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000006865,YDRWdelta11,802905,803235,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007159,YORWsigma2,354128,354466,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrXV,S000007160,YOLWtau1,3809,3986,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
chrIV,S000006866,YDRWdelta12,945351,945673,+,Unknown,long terminal repeat,./data\raw\sgd\SGD_features.tab,SGD_features.tab
